,G_x,AB,R,H,2B,3B,HR,RBI,SB_x,CS_x,BB,SO,IBB,HBP,SH,SF,GIDP,stint,G_y,GS,InnOuts,PO,A,E,DP,PB,SB_y,CS_y,salary,MinSalaries,adjSalary,adjMinSalaries,adjSalary2,Bavg,Slug,OBP,FPct,yearID,playerID,Primary
2762,40,117,11,28,3,0,0,9.0,1.0,1.0,17,12.0,0.0,0.0,2.0,0.0,2.0,1.0,40.0,40.0,1005.0,243.0,19.0,4.0,0.0,4.0,32.0,10.0,1900000.0,100000.0,3564400.0,187600.0,3564400.0,0.23931623931623933,0.26495726495726496,0.3358208955223881,0.9849624060150376,1990,boonebo01,C
2771,142,544,82,179,45,7,14,87.0,9.0,2.0,56,63.0,14.0,0.0,0.0,7.0,18.0,3.0,112.0,109.0,2842.0,880.0,67.0,7.0,89.0,0.0,0.0,0.0,2255000.0,100000.0,4230380.0,187600.0,4230380.0,0.3290441176470588,0.5147058823529411,0.3871499176276771,0.9926624737945493,1990,brettge01,1B
2795,131,481,83,132,14,2,37,101.0,19.0,10.0,72,158.0,8.0,5.0,0.0,5.0,9.0,1.0,88.0,87.0,2226.0,182.0,7.0,1.0,2.0,0.0,0.0,0.0,2000000.0,100000.0,3752000.0,187600.0,3752000.0,0.27442827442827444,0.5426195426195426,0.37122557726465366,0.9947368421052631,1990,cansejo01,OF
2800,162,634,79,147,27,1,24,115.0,22.0,6.0,48,93.0,18.0,7.0,0.0,8.0,12.0,2.0,164.0,161.0,4263.0,492.0,16.0,11.0,19.0,0.0,0.0,0.0,1866667.0,100000.0,3501867.292,187600.0,3501867.292,0.23186119873817035,0.3911671924290221,0.2898134863701578,0.9788053949903661,1990,cartejo01,OF
2807,115,334,59,89,12,1,25,62.0,4.0,3.0,104,91.0,11.0,2.0,0.0,2.0,12.0,1.0,109.0,106.0,2666.0,855.0,69.0,6.0,72.0,0.0,0.0,0.0,2000000.0,100000.0,3752000.0,187600.0,3752000.0,0.26646706586826346,0.5329341317365269,0.4411764705882353,0.9935483870967742,1990,clarkja01,1B
2809,154,600,91,177,25,5,19,95.0,8.0,2.0,62,97.0,9.0,3.0,0.0,13.0,7.0,1.0,153.0,152.0,4012.0,1456.0,119.0,12.0,118.0,0.0,0.0,0.0,2250000.0,100000.0,4221000.0,187600.0,4221000.0,0.295,0.4483333333333333,0.35693215339233036,0.9924385633270322,1990,clarkwi02,1B
2829,127,453,84,118,26,2,24,86.0,21.0,3.0,60,100.0,6.0,2.0,0.0,3.0,7.0,1.0,122.0,121.0,3142.0,257.0,11.0,2.0,1.0,0.0,0.0,0.0,2100000.0,100000.0,3939600.0,187600.0,3939600.0,0.26048565121412803,0.4856512141280353,0.3474903474903475,0.9925925925925926,1990,daviser01,OF
2830,93,327,44,82,15,4,22,64.0,8.0,3.0,46,54.0,17.0,8.0,0.0,0.0,5.0,1.0,91.0,88.0,2326.0,796.0,55.0,4.0,56.0,0.0,0.0,0.0,1985000.0,100000.0,3723860.0,187600.0,3723860.0,0.25076452599388377,0.5229357798165137,0.3569553805774278,0.9953216374269006,1990,davisgl01,1B
2832,147,529,72,164,28,5,27,100.0,16.0,2.0,42,65.0,21.0,2.0,0.0,8.0,12.0,1.0,139.0,139.0,3493.0,250.0,10.0,5.0,4.0,0.0,0.0,0.0,2100000.0,100000.0,3939600.0,187600.0,3939600.0,0.31001890359168244,0.5349716446124764,0.35800344234079173,0.9811320754716981,1990,dawsoan01,OF
2864,137,452,65,129,21,0,18,65.0,7.0,2.0,61,73.0,8.0,7.0,0.0,1.0,12.0,1.0,116.0,112.0,2910.0,660.0,63.0,4.0,14.0,11.0,71.0,42.0,1750000.0,100000.0,3283000.0,187600.0,3283000.0,0.2853982300884956,0.45132743362831856,0.3781190019193858,0.9944979367262724,1990,fiskca01,C
2870,157,582,96,172,27,1,11,69.0,31.0,10.0,82,83.0,3.0,2.0,2.0,2.0,12.0,1.0,152.0,152.0,3929.0,310.0,444.0,19.0,101.0,0.0,0.0,0.0,1633333.0,100000.0,3064132.7079999996,187600.0,3064132.7079999996,0.29553264604810997,0.4020618556701031,0.38323353293413176,0.9754204398447607,1990,francju01,2B
2875,155,579,65,148,29,0,20,87.0,10.0,1.0,40,169.0,8.0,4.0,0.0,5.0,14.0,1.0,154.0,145.0,3955.0,1300.0,94.0,10.0,93.0,0.0,0.0,0.0,1950000.0,100000.0,3658200.0,187600.0,3658200.0,0.2556131260794473,0.40932642487046633,0.3057324840764331,0.9928774928774928,1990,galaran01,1B
2904,136,498,42,140,31,1,13,80.0,1.0,1.0,44,70.0,14.0,1.0,0.0,11.0,14.0,1.0,132.0,132.0,3244.0,1083.0,73.0,13.0,74.0,0.0,0.0,0.0,2083333.0,100000.0,3908332.7079999996,187600.0,3908332.7079999996,0.28112449799196787,0.42570281124497994,0.33393501805054154,0.9888793840889649,1990,guerrpe01,1B
2920,129,467,70,122,14,3,17,73.0,16.0,7.0,87,81.0,16.0,4.0,0.0,10.0,10.0,1.0,127.0,126.0,3317.0,272.0,8.0,6.0,0.0,0.0,0.0,0.0,2000000.0,100000.0,3752000.0,187600.0,3752000.0,0.26124197002141325,0.4132762312633833,0.375,0.9790209790209791,1990,hayesvo01,OF
2925,136,489,119,159,33,3,28,61.0,65.0,10.0,97,60.0,2.0,4.0,2.0,2.0,13.0,1.0,118.0,118.0,2983.0,289.0,5.0,5.0,0.0,0.0,0.0,0.0,2350000.0,100000.0,4408600.0,187600.0,4408600.0,0.32515337423312884,0.5766871165644172,0.4391891891891892,0.9832775919732442,1990,henderi01,OF
2927,43,130,7,26,2,0,1,8.0,0.0,0.0,14,17.0,3.0,1.0,0.0,0.0,2.0,1.0,42.0,39.0,960.0,340.0,20.0,2.0,28.0,0.0,0.0,0.0,1750000.0,100000.0,3283000.0,187600.0,3283000.0,0.2,0.23846153846153847,0.2827586206896552,0.994475138121547,1990,hernake01,1B
2938,143,492,61,141,26,0,22,79.0,5.0,2.0,69,45.0,8.0,7.0,2.0,8.0,17.0,2.0,121.0,117.0,3066.0,1057.0,83.0,3.0,100.0,0.0,0.0,0.0,2100000.0,100000.0,3939600.0,187600.0,3939600.0,0.2865853658536585,0.4735772357723577,0.3767361111111111,0.9973753280839895,1990,hrbekke01,1B
2957,154,590,89,144,37,3,23,90.0,34.0,8.0,69,100.0,12.0,0.0,0.0,9.0,7.0,2.0,165.0,152.0,4005.0,150.0,335.0,28.0,39.0,0.0,0.0,0.0,1666666.0,100000.0,3126665.4159999997,187600.0,3126665.4159999997,0.2440677966101695,0.43389830508474575,0.3188622754491018,0.9454191033138402,1990,johnsho01,3B
2965,83,310,35,83,15,0,8,41.0,2.0,1.0,41,34.0,4.0,1.0,1.0,5.0,10.0,1.0,83.0,82.0,2175.0,727.0,62.0,4.0,78.0,0.0,0.0,0.0,1750000.0,100000.0,3283000.0,187600.0,3283000.0,0.267741935483871,0.3935483870967742,0.35014005602240894,0.9949558638083228,1990,joynewa01,1B
3026,102,394,40,101,16,0,5,42.0,1.0,0.0,28,20.0,13.0,3.0,0.0,3.0,13.0,2.0,90.0,89.0,2338.0,800.0,78.0,3.0,81.0,0.0,0.0,0.0,2500000.0,100000.0,4690000.0,187600.0,4690000.0,0.2563451776649746,0.3350253807106599,0.308411214953271,0.996594778660613,1990,mattido01,1B
3048,140,524,90,152,24,2,35,93.0,4.0,7.0,58,87.0,9.0,2.0,0.0,5.0,8.0,1.0,138.0,138.0,3540.0,295.0,9.0,9.0,3.0,0.0,0.0,0.0,2083000.0,100000.0,3907708.0,187600.0,3907708.0,0.2900763358778626,0.5438931297709924,0.3599320882852292,0.9712460063897763,1990,mitchke01,OF
3049,103,418,64,119,27,6,12,45.0,18.0,3.0,37,51.0,4.0,1.0,0.0,2.0,7.0,3.0,99.0,98.0,2497.0,463.0,222.0,10.0,65.0,0.0,0.0,0.0,2600000.0,100000.0,4877600.0,187600.0,4877600.0,0.284688995215311,0.46411483253588515,0.34279475982532753,0.9856115107913669,1990,molitpa01,2B
3058,154,563,60,138,23,1,24,83.0,9.0,3.0,61,130.0,14.0,1.0,0.0,4.0,22.0,3.0,152.0,147.0,3895.0,321.0,7.0,5.0,1.0,0.0,0.0,0.0,2000000.0,100000.0,3752000.0,187600.0,3752000.0,0.24511545293072823,0.41740674955595025,0.3179650238473768,0.984984984984985,1990,murphda05,OF
3059,155,558,96,184,22,3,26,95.0,8.0,5.0,82,64.0,21.0,1.0,0.0,4.0,19.0,1.0,150.0,150.0,3855.0,1180.0,113.0,10.0,88.0,0.0,0.0,0.0,2513703.0,100000.0,4715706.828,187600.0,4715706.828,0.32974910394265233,0.5197132616487455,0.413953488372093,0.9923254029163469,1990,murraed02,1B
3095,133,470,54,126,14,0,24,70.0,2.0,2.0,46,107.0,4.0,5.0,0.0,2.0,12.0,2.0,135.0,128.0,3393.0,794.0,90.0,6.0,21.0,12.0,62.0,55.0,1916667.0,100000.0,3595667.292,187600.0,3595667.292,0.2680851063829787,0.451063829787234,0.3384321223709369,0.9932584269662922,1990,parrila02,C
3099,143,491,62,129,19,1,7,56.0,8.0,6.0,43,71.0,3.0,1.0,2.0,3.0,23.0,2.0,143.0,133.0,3559.0,866.0,74.0,5.0,13.0,6.0,99.0,46.0,1700000.0,100000.0,3189200.0,187600.0,3189200.0,0.26272912423625255,0.34826883910386963,0.3215613382899628,0.9947089947089947,1990,penato01,C
3100,121,447,46,103,20,2,6,58.0,7.0,5.0,30,58.0,8.0,1.0,0.0,6.0,12.0,1.0,117.0,113.0,3030.0,91.0,248.0,19.0,18.0,0.0,0.0,0.0,1850000.0,100000.0,3470600.0,187600.0,3470600.0,0.23042505592841164,0.3243847874720358,0.2768595041322314,0.946927374301676,1990,pendlte01,3B
3112,146,551,82,164,40,3,12,80.0,5.0,4.0,57,73.0,11.0,3.0,1.0,3.0,15.0,4.0,144.0,140.0,3586.0,354.0,9.0,4.0,3.0,0.0,0.0,0.0,2816667.0,100000.0,5284067.291999999,187600.0,5284067.291999999,0.29764065335753176,0.44646098003629764,0.36482084690553745,0.989100817438692,1990,puckeki01,OF
3118,130,457,65,131,11,5,9,62.0,49.0,16.0,70,43.0,8.0,3.0,0.0,8.0,9.0,1.0,123.0,121.0,3179.0,239.0,3.0,6.0,1.0,0.0,0.0,0.0,2055555.0,100000.0,3856221.1799999997,187600.0,3856221.1799999997,0.28665207877461707,0.3916849015317287,0.379182156133829,0.9758064516129032,1990,raineti01,OF
3173,159,608,70,170,37,2,16,96.0,9.0,0.0,49,86.0,13.0,1.0,0.0,8.0,15.0,1.0,151.0,150.0,3929.0,283.0,7.0,10.0,1.0,0.0,0.0,0.0,1625000.0,100000.0,3048500.0,187600.0,3048500.0,0.27960526315789475,0.42598684210526316,0.3303303303303303,0.9666666666666667,1990,sierrru01,OF
3181,143,512,61,130,21,1,1,50.0,32.0,6.0,61,33.0,4.0,2.0,7.0,10.0,8.0,1.0,140.0,137.0,3610.0,212.0,378.0,12.0,66.0,0.0,0.0,0.0,1975000.0,100000.0,3705100.0,187600.0,3705100.0,0.25390625,0.3046875,0.3299145299145299,0.9800664451827242,1990,smithoz01,SS
3196,152,542,92,150,18,1,37,108.0,15.0,8.0,70,110.0,15.0,4.0,0.0,5.0,5.0,1.0,149.0,146.0,3789.0,268.0,10.0,3.0,4.0,0.0,0.0,0.0,1850000.0,100000.0,3470600.0,187600.0,3470600.0,0.2767527675276753,0.518450184501845,0.3607085346215781,0.9893238434163701,1990,strawda01,OF
3202,88,313,41,84,19,0,15,60.0,1.0,1.0,36,93.0,0.0,0.0,0.0,3.0,9.0,1.0,52.0,52.0,1248.0,81.0,1.0,3.0,0.0,0.0,0.0,0.0,1650000.0,100000.0,3095400.0,187600.0,3095400.0,0.268370607028754,0.4728434504792332,0.3409090909090909,0.9647058823529412,1990,tartada01,OF
3215,146,559,71,170,37,1,14,89.0,12.0,10.0,68,55.0,7.0,1.0,3.0,6.0,11.0,1.0,142.0,140.0,3640.0,232.0,409.0,14.0,102.0,0.0,0.0,0.0,1800000.0,100000.0,3376800.0,187600.0,3376800.0,0.3041144901610018,0.4490161001788909,0.37697160883280756,0.9786259541984733,1990,trammal01,SS
3244,132,472,75,112,22,2,18,60.0,8.0,2.0,74,71.0,7.0,0.0,1.0,5.0,10.0,1.0,130.0,117.0,3112.0,286.0,372.0,6.0,98.0,0.0,0.0,0.0,1800000.0,100000.0,3376800.0,187600.0,3376800.0,0.23728813559322035,0.4067796610169492,0.33756805807622503,0.9909638554216867,1990,whitalo01,2B
3258,132,475,70,127,21,2,21,78.0,0.0,1.0,52,81.0,3.0,2.0,1.0,7.0,17.0,3.0,120.0,114.0,3006.0,177.0,7.0,2.0,1.0,0.0,0.0,0.0,1958652.0,100000.0,3674431.152,187600.0,3674431.152,0.2673684210526316,0.45263157894736844,0.3376865671641791,0.989247311827957,1990,winfida01,OF
3265,158,587,98,145,17,5,17,77.0,15.0,8.0,78,89.0,6.0,6.0,4.0,8.0,7.0,1.0,157.0,157.0,4088.0,422.0,3.0,4.0,0.0,0.0,0.0,0.0,3200000.0,100000.0,6003200.0,187600.0,6003200.0,0.24701873935264054,0.3798977853492334,0.33726067746686306,0.9906759906759907,1990,yountro01,OF
3294,149,558,63,159,27,0,25,86.0,2.0,6.0,32,62.0,6.0,4.0,0.0,9.0,10.0,1.0,146.0,145.0,3574.0,249.0,6.0,10.0,0.0,0.0,0.0,0.0,2150000.0,100000.0,3870000.0,180000.0,3870000.0,0.2849462365591398,0.46774193548387094,0.32338308457711445,0.9622641509433962,1991,bellge02,OF
3313,144,546,93,181,42,2,8,51.0,1.0,2.0,89,32.0,25.0,0.0,0.0,6.0,16.0,1.0,140.0,140.0,3590.0,89.0,276.0,12.0,34.0,0.0,0.0,0.0,2750000.0,100000.0,4950000.0,180000.0,4950000.0,0.3315018315018315,0.4597069597069597,0.42121684867394693,0.9681697612732095,1991,boggswa01,3B
3314,153,510,95,149,28,5,25,116.0,43.0,13.0,107,73.0,25.0,4.0,0.0,13.0,8.0,1.0,150.0,147.0,3920.0,321.0,13.0,3.0,1.0,0.0,0.0,0.0,2300000.0,100000.0,4140000.0,180000.0,4140000.0,0.29215686274509806,0.5137254901960784,0.41009463722397477,0.9910979228486647,1991,bondsba01,OF
3315,157,577,102,174,44,6,18,100.0,2.0,4.0,90,67.0,8.0,2.0,0.0,11.0,14.0,3.0,175.0,155.0,4076.0,247.0,144.0,15.0,19.0,0.0,0.0,0.0,2400000.0,100000.0,4320000.0,180000.0,4320000.0,0.30155979202772965,0.49220103986135183,0.3911764705882353,0.9630541871921182,1991,bonilbo01,OF
3322,91,265,32,67,12,0,11,45.0,0.0,3.0,25,31.0,5.0,0.0,4.0,4.0,8.0,1.0,85.0,72.0,1922.0,668.0,50.0,3.0,53.0,0.0,0.0,0.0,1600000.0,100000.0,2880000.0,180000.0,2880000.0,0.2528301886792453,0.4226415094339623,0.3129251700680272,0.9958391123439667,1991,breamsi01,1B
3323,131,505,77,129,40,2,10,61.0,2.0,0.0,58,75.0,10.0,0.0,1.0,8.0,20.0,1.0,10.0,10.0,252.0,87.0,5.0,1.0,6.0,0.0,0.0,0.0,3105000.0,100000.0,5589000.0,180000.0,5589000.0,0.25544554455445545,0.401980198019802,0.3274956217162872,0.989247311827957,1991,brettge01,1B
3327,103,357,48,85,11,1,16,50.0,3.0,1.0,44,62.0,8.0,3.0,0.0,3.0,7.0,1.0,100.0,97.0,2374.0,166.0,6.0,5.0,0.0,0.0,0.0,0.0,2316666.0,100000.0,4169998.8000000003,180000.0,4169998.8000000003,0.23809523809523808,0.40896358543417366,0.32432432432432434,0.9717514124293786,1991,brookhu01,OF
3332,142,459,54,105,24,1,16,70.0,1.0,2.0,49,72.0,2.0,3.0,0.0,8.0,8.0,1.0,137.0,122.0,3302.0,265.0,5.0,3.0,2.0,0.0,0.0,0.0,2500000.0,100000.0,4500000.0,180000.0,4500000.0,0.22875816993464052,0.3899782135076253,0.302504816955684,0.989010989010989,1991,brunato01,OF
3337,130,474,56,119,33,3,14,56.0,6.0,11.0,39,81.0,2.0,6.0,2.0,3.0,7.0,1.0,126.0,123.0,3222.0,283.0,2.0,2.0,1.0,0.0,0.0,0.0,1825000.0,100000.0,3285000.0,180000.0,3285000.0,0.2510548523206751,0.4219409282700422,0.31417624521072796,0.9930313588850174,1991,burksel01,OF
3339,161,615,112,182,13,5,2,38.0,38.0,28.0,108,79.0,4.0,1.0,4.0,2.0,3.0,1.0,161.0,160.0,4227.0,372.0,8.0,0.0,3.0,0.0,0.0,0.0,2833333.0,100000.0,5099999.4,180000.0,5099999.4,0.2959349593495935,0.34308943089430893,0.40082644628099173,1.0,1991,butlebr01,OF
3341,134,470,69,141,22,3,19,75.0,31.0,16.0,53,64.0,4.0,3.0,1.0,10.0,7.0,2.0,126.0,122.0,3190.0,284.0,5.0,7.0,5.0,0.0,0.0,0.0,2215000.0,100000.0,3987000.0,180000.0,3987000.0,0.3,0.4808510638297872,0.3675373134328358,0.9763513513513513,1991,caldeiv01,OF
3342,152,574,65,145,30,3,13,80.0,4.0,5.0,46,85.0,7.0,5.0,3.0,4.0,18.0,1.0,152.0,150.0,3926.0,129.0,293.0,23.0,29.0,0.0,0.0,0.0,2200000.0,100000.0,3960000.0,180000.0,3960000.0,0.25261324041811845,0.3832752613240418,0.31160572337042924,0.9483146067415731,1991,caminke01,3B
3346,154,572,115,152,32,1,44,122.0,26.0,6.0,78,152.0,7.0,9.0,0.0,6.0,16.0,1.0,131.0,125.0,3253.0,245.0,5.0,9.0,0.0,0.0,0.0,0.0,3500000.0,100000.0,6300000.0,180000.0,6300000.0,0.26573426573426573,0.5559440559440559,0.3593984962406015,0.9652509652509652,1991,cansejo01,OF
3350,162,638,89,174,42,3,33,108.0,20.0,9.0,49,112.0,12.0,10.0,0.0,9.0,6.0,1.0,151.0,152.0,4006.0,283.0,13.0,8.0,2.0,0.0,0.0,0.0,3791667.0,100000.0,6825000.600000001,180000.0,6825000.600000001,0.2727272727272727,0.5031347962382445,0.330028328611898,0.9736842105263158,1991,cartejo01,OF
3358,140,481,75,120,18,1,28,87.0,0.0,2.0,96,133.0,3.0,3.0,0.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2900000.0,100000.0,5220000.0,180000.0,5220000.0,0.2494802494802495,0.4656964656964657,0.37435897435897436,0.0,1991,clarkja01,DH
3360,148,565,84,170,32,7,29,116.0,4.0,2.0,51,91.0,12.0,2.0,0.0,4.0,5.0,1.0,144.0,143.0,3703.0,1273.0,110.0,4.0,115.0,0.0,0.0,0.0,3750000.0,100000.0,6750000.0,180000.0,6750000.0,0.3008849557522124,0.536283185840708,0.35852090032154343,0.9971160778658976,1991,clarkwi02,1B
3364,72,278,45,71,7,5,1,17.0,37.0,14.0,39,47.0,0.0,0.0,1.0,0.0,3.0,1.0,70.0,70.0,1809.0,132.0,5.0,3.0,0.0,0.0,0.0,0.0,3112500.0,100000.0,5602500.0,180000.0,5602500.0,0.25539568345323743,0.3273381294964029,0.3470031545741325,0.9785714285714285,1991,colemvi01,OF
3375,137,461,54,115,15,1,17,73.0,6.0,1.0,63,116.0,4.0,1.0,0.0,6.0,9.0,1.0,132.0,132.0,3124.0,220.0,9.0,5.0,0.0,0.0,0.0,0.0,2025000.0,100000.0,3645000.0,180000.0,3645000.0,0.24945770065075923,0.3969631236442516,0.3370998116760829,0.9786324786324786,1991,danieka01,OF
3378,89,285,36,56,12,0,12,42.0,5.0,0.0,41,66.0,4.0,2.0,2.0,5.0,4.0,1.0,88.0,80.0,2151.0,493.0,33.0,8.0,5.0,2.0,84.0,18.0,1916666.0,100000.0,3449998.8000000003,180000.0,3449998.8000000003,0.19649122807017544,0.3649122807017544,0.2972972972972973,0.9850187265917603,1991,daultda01,C
3380,145,462,39,102,15,1,12,69.0,0.0,3.0,56,78.0,9.0,0.0,0.0,10.0,8.0,1.0,14.0,13.0,345.0,116.0,7.0,0.0,14.0,0.0,0.0,0.0,1725000.0,100000.0,3105000.0,180000.0,3105000.0,0.22077922077922077,0.3354978354978355,0.29924242424242425,1.0,1991,davisal01,1B
3382,153,534,84,148,34,1,29,93.0,5.0,6.0,95,117.0,13.0,1.0,0.0,4.0,9.0,1.0,2.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1700000.0,100000.0,3060000.0,180000.0,3060000.0,0.27715355805243447,0.5074906367041199,0.38485804416403785,1.0,1991,davisch01,OF
3383,89,285,39,67,10,0,11,33.0,14.0,2.0,48,92.0,5.0,5.0,0.0,2.0,4.0,1.0,81.0,79.0,2007.0,190.0,5.0,3.0,2.0,0.0,0.0,0.0,3600000.0,100000.0,6480000.0,180000.0,6480000.0,0.23508771929824562,0.38596491228070173,0.35294117647058826,0.9848484848484849,1991,daviser01,OF
3384,49,176,29,40,9,1,10,28.0,4.0,0.0,16,29.0,0.0,5.0,0.0,2.0,2.0,1.0,36.0,36.0,898.0,288.0,38.0,8.0,35.0,0.0,0.0,0.0,3275000.0,100000.0,5895000.0,180000.0,5895000.0,0.22727272727272727,0.4602272727272727,0.3065326633165829,0.9760479041916168,1991,davisgl01,1B
3386,149,563,69,153,21,4,31,104.0,4.0,5.0,22,80.0,3.0,5.0,0.0,6.0,10.0,1.0,137.0,137.0,3577.0,243.0,7.0,3.0,2.0,0.0,0.0,0.0,3325000.0,100000.0,5985000.0,180000.0,5985000.0,0.27175843694493784,0.48845470692717585,0.30201342281879195,0.9881422924901185,1991,dawsoan01,OF
3388,134,448,64,80,14,2,25,64.0,1.0,3.0,89,175.0,1.0,0.0,0.0,2.0,3.0,1.0,132.0,129.0,3438.0,310.0,8.0,7.0,4.0,0.0,0.0,0.0,1966667.0,100000.0,3540000.6,180000.0,3540000.6,0.17857142857142858,0.3861607142857143,0.313543599257885,0.9784615384615385,1991,deerro01,OF
3396,111,361,51,101,12,2,6,35.0,5.0,4.0,46,39.0,1.0,0.0,0.0,3.0,4.0,3.0,98.0,85.0,2290.0,183.0,208.0,7.0,50.0,0.0,0.0,0.0,2833333.0,100000.0,5099999.4,180000.0,5099999.4,0.27977839335180055,0.3739612188365651,0.35853658536585364,0.9824120603015075,1991,doranbi02,2B
3401,142,492,59,128,22,7,12,50.0,21.0,6.0,23,64.0,5.0,4.0,4.0,11.0,9.0,1.0,142.0,131.0,3576.0,261.0,383.0,21.0,69.0,0.0,0.0,0.0,2100000.0,100000.0,3780000.0,180000.0,3780000.0,0.2601626016260163,0.4065040650406504,0.29245283018867924,0.968421052631579,1991,dunstsh01,SS
3402,63,246,48,73,13,5,3,12.0,24.0,4.0,37,20.0,1.0,1.0,0.0,0.0,1.0,1.0,63.0,62.0,1637.0,167.0,3.0,4.0,2.0,0.0,0.0,0.0,2216666.0,100000.0,3989998.8000000003,180000.0,3989998.8000000003,0.2967479674796748,0.4268292682926829,0.3908450704225352,0.9770114942528736,1991,dykstle01,OF
3415,145,558,81,152,27,5,4,38.0,23.0,9.0,55,74.0,0.0,0.0,7.0,1.0,12.0,1.0,145.0,143.0,3788.0,247.0,440.0,20.0,78.0,0.0,0.0,0.0,2100000.0,100000.0,3780000.0,180000.0,3780000.0,0.2724014336917563,0.3602150537634409,0.33713355048859933,0.9717114568599717,1991,fernato01,SS
3416,162,624,102,163,25,0,44,133.0,0.0,0.0,78,151.0,12.0,6.0,0.0,4.0,17.0,1.0,122.0,120.0,3111.0,1055.0,83.0,8.0,110.0,0.0,0.0,0.0,1750000.0,100000.0,3150000.0,180000.0,3150000.0,0.26121794871794873,0.5128205128205128,0.34691011235955055,0.9930191972076788,1991,fieldce01,1B
3424,146,589,108,201,27,3,15,78.0,36.0,9.0,65,78.0,8.0,3.0,0.0,2.0,13.0,1.0,146.0,144.0,3850.0,294.0,372.0,14.0,80.0,0.0,0.0,0.0,2350000.0,100000.0,4230000.0,180000.0,4230000.0,0.34125636672325976,0.47368421052631576,0.40819423368740515,0.9794117647058823,1991,francju01,2B
3426,152,586,58,144,22,1,18,66.0,5.0,5.0,33,104.0,3.0,8.0,2.0,5.0,13.0,1.0,152.0,151.0,4019.0,111.0,353.0,17.0,39.0,0.0,0.0,0.0,2700000.0,100000.0,4860000.0,180000.0,4860000.0,0.24573378839590443,0.378839590443686,0.2927215189873418,0.9646569646569647,1991,gaettga01,3B
3427,139,408,52,108,23,3,8,42.0,11.0,9.0,26,72.0,0.0,3.0,5.0,5.0,15.0,1.0,137.0,127.0,3203.0,181.0,377.0,9.0,69.0,0.0,0.0,0.0,1733333.0,100000.0,3119999.4,180000.0,3119999.4,0.2647058823529412,0.3946078431372549,0.30995475113122173,0.9841269841269841,1991,gagnegr01,SS
3438,132,462,81,109,17,6,16,55.0,18.0,4.0,69,103.0,3.0,6.0,1.0,2.0,9.0,1.0,94.0,91.0,2341.0,162.0,3.0,4.0,0.0,0.0,0.0,0.0,1700000.0,100000.0,3060000.0,180000.0,3060000.0,0.23593073593073594,0.4025974025974026,0.34137291280148424,0.9763313609467456,1991,gibsoki01,OF
3451,147,544,76,163,26,6,9,83.0,15.0,5.0,43,35.0,6.0,3.0,1.0,7.0,11.0,1.0,143.0,141.0,3659.0,263.0,9.0,3.0,3.0,0.0,0.0,0.0,2650000.0,100000.0,4770000.0,180000.0,4770000.0,0.29963235294117646,0.41911764705882354,0.3500837520938023,0.9890909090909091,1991,greenmi01,OF
3457,113,429,58,108,18,2,20,65.0,12.0,7.0,31,70.0,5.0,6.0,3.0,5.0,7.0,1.0,111.0,109.0,2932.0,97.0,231.0,13.0,16.0,0.0,0.0,0.0,3033333.0,100000.0,5459999.4,180000.0,5459999.4,0.2517482517482518,0.4428904428904429,0.3078556263269639,0.9618768328445748,1991,grubeke01,3B
3458,115,427,41,116,12,1,8,70.0,4.0,2.0,37,46.0,2.0,1.0,0.0,7.0,12.0,1.0,112.0,111.0,2767.0,953.0,66.0,16.0,73.0,0.0,0.0,0.0,2283334.0,100000.0,4110001.2,180000.0,4110001.2,0.2716627634660422,0.36065573770491804,0.326271186440678,0.9845410628019323,1991,guerrpe01,1B
3459,154,524,52,143,20,3,3,49.0,21.0,15.0,11,38.0,1.0,0.0,13.0,7.0,7.0,1.0,149.0,144.0,3858.0,249.0,439.0,21.0,88.0,0.0,0.0,0.0,1600000.0,100000.0,2880000.0,180000.0,2880000.0,0.2729007633587786,0.33969465648854963,0.28413284132841327,0.9703808180535967,1991,guilloz01,SS
3461,134,530,69,168,27,11,4,62.0,8.0,8.0,34,19.0,8.0,0.0,0.0,5.0,11.0,1.0,134.0,133.0,3527.0,291.0,8.0,3.0,2.0,0.0,0.0,0.0,2162500.0,100000.0,3892500.0,180000.0,3892500.0,0.3169811320754717,0.4320754716981132,0.35500878734622143,0.9900662251655629,1991,gwynnto01,OF
3473,77,284,43,64,15,1,0,21.0,9.0,2.0,31,42.0,1.0,3.0,0.0,5.0,6.0,1.0,72.0,71.0,1915.0,202.0,3.0,2.0,2.0,0.0,0.0,0.0,2200000.0,100000.0,3960000.0,180000.0,3960000.0,0.22535211267605634,0.2852112676056338,0.30340557275541796,0.9903381642512077,1991,hayesvo01,OF
3477,150,572,86,158,33,0,25,85.0,6.0,6.0,58,113.0,3.0,4.0,1.0,2.0,9.0,2.0,141.0,138.0,3625.0,362.0,10.0,1.0,2.0,0.0,0.0,0.0,2500000.0,100000.0,4500000.0,180000.0,4500000.0,0.2762237762237762,0.46503496503496505,0.34591194968553457,0.9973190348525469,1991,hendeda01,OF
